recordID,datasetID,datasetName,dateStart,dateEnd,temporalSpan,temporalSpanOrigin,nr of traps,effort,effortUnit,latitude,longitude,latLonUnit,precisionInMeters, area ,areaUnit,areaOrigin,countryCode,stateProvince,locality,species latin,species english,presence,abundance,original units
359,54,Conservation implications for jaguars and other neotropical mammals using highway underpasses,01/07/2016,01/07/2017,365,C,28,"10,166",camera trap days,20.77778,-87.284528,dec,,0.65,km2,C,Mexico,Quintana Roo,crossing structures along the NX-PC highway,Mustela frenata,Long-tailed weasel,1,3,NOIR
360,54,Conservation implications for jaguars and other neotropical mammals using highway underpasses,01/07/2016,01/07/2017,365,C,28,"10,166",camera trap days,20.77778,-87.284528,dec,,0.65,km2,C,Mexico,Quintana Roo,crossing structures along the NX-PC highway,Nasua nasua,South American coati,1,5,NOIR
361,54,Conservation implications for jaguars and other neotropical mammals using highway underpasses,01/07/2016,01/07/2017,365,C,28,"10,166",camera trap days,20.77778,-87.284528,dec,,0.65,km2,C,Mexico,Quintana Roo,crossing structures along the NX-PC highway,Procyon lotor,Raccoon,1,3,NOIR
362,107,Diversity and habitat use of medium-large sized mammals across oil palm landscapes in the Llanos region of Colombia,01/08/2014,01/12/2015,487,C,7,"12,403",camera trap days,3.971737,-73.329057,dec,,263.18,km2,M,Colombia,Llanos Orientales region,"municipalities Restrepo, Cumaral, Cabuyaro, Acacias, Castilla la Nueva, and San Carlos de Guaroa",Cerdocyon thous,Crab-eating fox,1,240,NOIR
363,107,Diversity and habitat use of medium-large sized mammals across oil palm landscapes in the Llanos region of Colombia,01/08/2014,01/12/2015,487,C,7,"12,403",camera trap days,3.971737,-73.329057,dec,,263.18,km2,M,Colombia,Llanos Orientales region,"municipalities Restrepo, Cumaral, Cabuyaro, Acacias, Castilla la Nueva, and San Carlos de Guaroa",Herpailurus yagouaroundi,Jaguarundi,1,26,NOIR
364,107,Diversity and habitat use of medium-large sized mammals across oil palm landscapes in the Llanos region of Colombia,01/08/2014,01/12/2015,487,C,7,"12,403",camera trap days,3.971737,-73.329057,dec,,263.18,km2,M,Colombia,Llanos Orientales region,"municipalities Restrepo, Cumaral, Cabuyaro, Acacias, Castilla la Nueva, and San Carlos de Guaroa",Leopardus pardalis,Ocelot,1,72,NOIR
365,107,Diversity and habitat use of medium-large sized mammals across oil palm landscapes in the Llanos region of Colombia,01/08/2014,01/12/2015,487,C,7,"12,403",camera trap days,3.971737,-73.329057,dec,,263.18,km2,M,Colombia,Llanos Orientales region,"municipalities Restrepo, Cumaral, Cabuyaro, Acacias, Castilla la Nueva, and San Carlos de Guaroa",Puma concolor,Puma,1,3,NOIR
366,107,Diversity and habitat use of medium-large sized mammals across oil palm landscapes in the Llanos region of Colombia,01/08/2014,01/12/2015,487,C,7,"12,403",camera trap days,3.971737,-73.329057,dec,,263.18,km2,M,Colombia,Llanos Orientales region,"municipalities Restrepo, Cumaral, Cabuyaro, Acacias, Castilla la Nueva, and San Carlos de Guaroa",Galictis vittata,Greater grison,1,3,NOIR
367,107,Diversity and habitat use of medium-large sized mammals across oil palm landscapes in the Llanos region of Colombia,01/08/2014,01/12/2015,487,C,7,"12,403",camera trap days,3.971737,-73.329057,dec,,263.18,km2,M,Colombia,Llanos Orientales region,"municipalities Restrepo, Cumaral, Cabuyaro, Acacias, Castilla la Nueva, and San Carlos de Guaroa",Eira barbara,Tayra,1,2,NOIR
368,107,Diversity and habitat use of medium-large sized mammals across oil palm landscapes in the Llanos region of Colombia,01/08/2014,01/12/2015,487,C,7,"12,403",camera trap days,3.971737,-73.329057,dec,,263.18,km2,M,Colombia,Llanos Orientales region,"municipalities Restrepo, Cumaral, Cabuyaro, Acacias, Castilla la Nueva, and San Carlos de Guaroa",Procyon cancrivorus,Crab-eating raccoon,1,22,NOIR
369,107,Diversity and habitat use of medium-large sized mammals across oil palm landscapes in the Llanos region of Colombia,01/08/2014,01/12/2015,487,C,7,"12,403",camera trap days,3.971737,-73.329057,dec,,263.18,km2,M,Colombia,Llanos Orientales region,"municipalities Restrepo, Cumaral, Cabuyaro, Acacias, Castilla la Nueva, and San Carlos de Guaroa",Nasua nasua,South American coati,1,15,NOIR
370,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Galictis cuja,Lesser grison,1,7,NOIR
371,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Eira barbara,Tayra,1,77,NOIR
372,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Nasua nasua,South American coati,1,103,NOIR
373,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Procyon cancrivorus,Crab-eating raccoon,1,196,NOIR
374,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Lycalopex gymnocercus,Pampas fox,1,8,NOIR
375,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Cerdocyon thous,Crab-eating fox,1,32,NOIR
376,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Chrysocyon brachyurus,Maned wolf,1,1,NOIR
377,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Leopardus wiedii,Margay,1,46,NOIR
378,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Leopardus guttulus,Southern tigrina,1,205,NOIR
379,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Leopardus pardalis,Ocelot,1,266,NOIR
380,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Puma concolor,Puma,1,55,NOIR
381,133,Diversity of medium and large neotropical mammals in an area of mixed rain forest,01/06/2005,01/12/2010,2009,C,10,"10,844",camera trap days,-29.429517,-50.392508,dec,,16,km2,G,Brazil,Rio Grande do Sul,São Francisco de Paula National Forest,Herpailurus yagouaroundi,Jaguarundi,1,37,NOIR
382,141,Domestic dogs in Atlantic forest preserves of south-eastern Brazil: a camera-trapping study on patterns of entrance and site occupancy rates,01/02/2002,28/02/2004,757,C,3,"2,142",camera trap days,-19.968159,-40.529688,dec,,158,ha,G,Brazil,Espírito Santo,Santa Lúcia Biological Station,Leopardus pardalis,Ocelot,1,24,NOIR
383,141,Domestic dogs in Atlantic forest preserves of south-eastern Brazil: a camera-trapping study on patterns of entrance and site occupancy rates,01/02/2002,28/02/2004,757,C,3,"2,142",camera trap days,-19.968159,-40.529688,dec,,158,ha,G,Brazil,Espírito Santo,Santa Lúcia Biological Station,Procyon cancrivorus,Crab-eating raccoon,1,15,NOIR
384,141,Domestic dogs in Atlantic forest preserves of south-eastern Brazil: a camera-trapping study on patterns of entrance and site occupancy rates,01/02/2002,28/02/2004,757,C,3,"2,142",camera trap days,-19.968159,-40.529688,dec,,158,ha,G,Brazil,Espírito Santo,Santa Lúcia Biological Station,Puma concolor,Puma,1,12,NOIR
385,141,Domestic dogs in Atlantic forest preserves of south-eastern Brazil: a camera-trapping study on patterns of entrance and site occupancy rates,01/02/2002,28/02/2004,757,C,3,"2,142",camera trap days,-19.968159,-40.529688,dec,,158,ha,G,Brazil,Espírito Santo,Santa Lúcia Biological Station,Nasua nasua,South American coati,1,11,NOIR
386,141,Domestic dogs in Atlantic forest preserves of south-eastern Brazil: a camera-trapping study on patterns of entrance and site occupancy rates,01/02/2002,28/02/2004,757,C,3,"2,142",camera trap days,-19.968159,-40.529688,dec,,158,ha,G,Brazil,Espírito Santo,Santa Lúcia Biological Station,Cerdocyon thous,Crab-eating fox,1,6,NOIR
387,141,Domestic dogs in Atlantic forest preserves of south-eastern Brazil: a camera-trapping study on patterns of entrance and site occupancy rates,01/02/2002,28/02/2004,757,C,3,"2,142",camera trap days,-19.968159,-40.529688,dec,,158,ha,G,Brazil,Espírito Santo,Santa Lúcia Biological Station,Eira barbara,Tayra,1,3,NOIR
388,141,Domestic dogs in Atlantic forest preserves of south-eastern Brazil: a camera-trapping study on patterns of entrance and site occupancy rates,01/02/2002,28/02/2004,757,C,3,"2,142",camera trap days,-19.968159,-40.529688,dec,,158,ha,G,Brazil,Espírito Santo,Santa Lúcia Biological Station,Leopardus tigrinus,Oncilla,1,2,NOIR
389,141,Domestic dogs in Atlantic forest preserves of south-eastern Brazil: a camera-trapping study on patterns of entrance and site occupancy rates,01/02/2002,28/02/2004,757,C,3,"2,142",camera trap days,-19.968159,-40.529688,dec,,158,ha,G,Brazil,Espírito Santo,Santa Lúcia Biological Station,Herpailurus yagouaroundi,Jaguarundi,1,2,NOIR
390,11,Dominance hierarchy on palm resource partitioning among Neotropical frugivorous mammals,01/03/2017,01/09/2017,184,C,29,"3,216",camera trap days,-22.405232,-49.703092,dec,,11.03,km2,M,Brazil,São Paulo,Ecological Station of Caetetus,Nasua nasua,South American coati,1,51,NOIR
391,11,Dominance hierarchy on palm resource partitioning among Neotropical frugivorous mammals,01/03/2017,01/09/2017,184,C,29,"3,216",camera trap days,-22.405232,-49.703092,dec,,11.03,km2,M,Brazil,São Paulo,Ecological Station of Caetetus,Leopardus pardalis,Ocelot,1,18,NOIR
392,11,Dominance hierarchy on palm resource partitioning among Neotropical frugivorous mammals,01/03/2017,01/09/2017,184,C,29,"3,216",camera trap days,-22.405232,-49.703092,dec,,11.03,km2,M,Brazil,São Paulo,Ecological Station of Caetetus,Puma concolor,Puma,1,16,NOIR
393,11,Dominance hierarchy on palm resource partitioning among Neotropical frugivorous mammals,01/03/2017,01/09/2017,184,C,29,"3,216",camera trap days,-22.405232,-49.703092,dec,,11.03,km2,M,Brazil,São Paulo,Ecological Station of Caetetus,Eira barbara,Tayra,1,15,NOIR
394,11,Dominance hierarchy on palm resource partitioning among Neotropical frugivorous mammals,01/03/2017,01/09/2017,184,C,29,"3,216",camera trap days,-22.405232,-49.703092,dec,,11.03,km2,M,Brazil,São Paulo,Ecological Station of Caetetus,Leopardus guttulus,Southern tigrina,1,3,NOIR
395,11,Dominance hierarchy on palm resource partitioning among Neotropical frugivorous mammals,01/03/2017,01/09/2017,184,C,29,"3,216",camera trap days,-22.405232,-49.703092,dec,,11.03,km2,M,Brazil,São Paulo,Ecological Station of Caetetus,Herpailurus yagouaroundi,Jaguarundi,1,1,NOIR
396,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/10/2013,01/12/2013,61,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Leopardus pardalis,Ocelot,1,1,NOIR
397,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/10/2013,01/12/2013,61,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Leopardus wiedii,Margay,1,1,NOIR
398,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/10/2013,01/12/2013,61,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Panthera onca,Jaguar,1,7,NOIR
399,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/10/2013,01/12/2013,61,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Puma concolor,Puma,1,5,NOIR
400,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/10/2013,01/12/2013,61,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Eira barbara,Tayra,1,4,NOIR
401,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/10/2013,01/12/2013,61,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Nasua nasua,South American coati,0,0,NOIR
402,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/10/2013,01/12/2013,61,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Procyon cancrivorus,Crab-eating raccoon,0,0,NOIR
403,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/10/2013,01/12/2013,61,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Speothos venaticus,Bush dog,0,0,NOIR
404,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/03/2014,01/06/2014,92,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Leopardus pardalis,Ocelot,1,8,NOIR
405,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/03/2014,01/06/2014,92,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Leopardus wiedii,Margay,1,1,NOIR
406,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/03/2014,01/06/2014,92,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Panthera onca,Jaguar,1,7,NOIR
407,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/03/2014,01/06/2014,92,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Puma concolor,Puma,1,10,NOIR
408,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/03/2014,01/06/2014,92,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Eira barbara,Tayra,1,3,NOIR
409,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/03/2014,01/06/2014,92,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Nasua nasua,South American coati,1,2,NOIR
410,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/03/2014,01/06/2014,92,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Procyon cancrivorus,Crab-eating raccoon,1,2,NOIR
411,46,Ecological Relationships of Meso-Scale Distribution in 25 Neotropical Vertebrate Species,01/03/2014,01/06/2014,92,C,30,900,camera trap days,0.989336,-51.63699,dec,,25,km2,G,Brazil,Amapá State,Amapá National Forest,Speothos venaticus,Bush dog,1,1,NOIR
412,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Leopardus pardalis,Ocelot,1,105,NOIR
413,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Leopardus wiedii,Margay,1,11,NOIR
414,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Panthera onca,Jaguar,1,6,NOIR
415,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Puma concolor,Puma,1,13,NOIR
416,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Herpailurus yagouaroundi,Jaguarundi,1,8,NOIR
417,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Atelocynus microtis,Short-eared dog,1,14,NOIR
418,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Speothos venaticus,Bush dog,1,2,NOIR
419,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Lontra longicaudis,Neotropical river otter,0,0,NOIR
420,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Eira barbara,Tayra,1,28,NOIR
421,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Galictis vittata,Greater grison,1,1,NOIR
422,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Nasua nasua,South American coati,1,8,NOIR
423,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Potos flavus,Kinkajou,1,1,NOIR
424,183,Environmental DNA metabarcoding as a useful tool for evaluating terrestrial mammal diversity in tropical forests,01/06/2017,01/09/2017,92,C,72,"5,208",camera trap days,-11.266806,-70.021441,dec,,258.45,km2,M,Peru,"Tahuamanu, Madre de Dios",four Forest Stewardship Council (FSC) certified logging concessions,Procyon cancrivorus,Crab-eating raccoon,1,1,NOIR
425,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Nasua narica,White-nosed coati,1,990,NOIR
426,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Canis latrans,Coyote,1,1,NOIR
427,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Galictis vittata,Greater grison,1,1,NOIR
428,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Panthera onca,Jaguar,1,28,NOIR
429,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Herpailurus yagouaroundi,Jaguarundi,1,29,NOIR
430,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Leopardus wiedii,Margay,1,60,NOIR
431,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Leopardus pardalis,Ocelot,1,223,NOIR
432,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Lontra longicaudis,Neotropical river otter,1,7,NOIR
433,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Puma concolor,Puma,1,148,NOIR
434,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Conepatus semistriatus,Striped hog-nosed skunk,1,215,NOIR
435,136,Human disturbance and shifts in vertebrate community composition in a biodiversity hotspot,01/02/2018,01/07/2018,117,G,241,"12,276",camera trap nights,8.606138,-83.46502,dec,,"1,543.00",km2,G,Costa Rica,Osa Peninsula,"Corcovado NP, Piedras Blancas NP, Golfo Dulce Forest Reserve, Terraba-Sierpe National Wetland",Eira barbara,Tayra,1,282,NOIR
436,9,Igapó seed patches: a potentially key resource for terrestrial vertebrates in a seasonally flooded forest of central Amazonia,01/08/2015,01/11/2015,45,G,12,"1,080",camera trap days,-1.872017,-61.605113,dec,,0.36,km2,G,Brazil,Amazonas,Jaú National park,Leopardus pardalis,Ocelot,1,11,NOIR
437,9,Igapó seed patches: a potentially key resource for terrestrial vertebrates in a seasonally flooded forest of central Amazonia,01/08/2015,01/11/2015,45,G,12,"1,080",camera trap days,-1.872017,-61.605113,dec,,0.36,km2,G,Brazil,Amazonas,Jaú National park,Leopardus wiedii,Margay,1,9,NOIR
438,9,Igapó seed patches: a potentially key resource for terrestrial vertebrates in a seasonally flooded forest of central Amazonia,01/08/2015,01/11/2015,45,G,12,"1,080",camera trap days,-1.872017,-61.605113,dec,,0.36,km2,G,Brazil,Amazonas,Jaú National park,Panthera onca,Jaguar,1,4,NOIR
439,9,Igapó seed patches: a potentially key resource for terrestrial vertebrates in a seasonally flooded forest of central Amazonia,01/08/2015,01/11/2015,45,G,12,"1,080",camera trap days,-1.872017,-61.605113,dec,,0.36,km2,G,Brazil,Amazonas,Jaú National park,Pteronura brasiliensis,Giant river otter ,1,2,NOIR
440,34,"Inventory of medium-sized and large mammals in La Encrucijada Biosphere Reserve and Puerto Arista Estuarine System, Chiapas, Mexico",01/08/2015,01/08/2016,366,C,30,5400,camera trap days,15.350298,-93.026973,dec,,12.99,km2,M,Mexico,Chiapas,La Encrucijada Biosphere Reserve (REBIEN),Procyon lotor,Raccoon,1,,RAI
441,34,"Inventory of medium-sized and large mammals in La Encrucijada Biosphere Reserve and Puerto Arista Estuarine System, Chiapas, Mexico",01/08/2015,01/08/2016,366,C,30,"5,400",camera trap days,15.350298,-93.026973,dec,,12.99,km2,M,Mexico,Chiapas,La Encrucijada Biosphere Reserve (REBIEN),Nasua narica,White-nosed coati,1,,RAI
442,34,"Inventory of medium-sized and large mammals in La Encrucijada Biosphere Reserve and Puerto Arista Estuarine System, Chiapas, Mexico",01/08/2015,01/08/2016,366,C,30,"5,400",camera trap days,15.350298,-93.026973,dec,,12.99,km2,M,Mexico,Chiapas,La Encrucijada Biosphere Reserve (REBIEN),Herpailurus yagouaroundi,Jaguarundi,1,,RAI
443,34,"Inventory of medium-sized and large mammals in La Encrucijada Biosphere Reserve and Puerto Arista Estuarine System, Chiapas, Mexico",01/08/2015,01/08/2016,366,C,30,"5,400",camera trap days,15.350298,-93.026973,dec,,12.99,km2,M,Mexico,Chiapas,La Encrucijada Biosphere Reserve (REBIEN),Puma concolor,Puma,0,,RAI
444,34,"Inventory of medium-sized and large mammals in La Encrucijada Biosphere Reserve and Puerto Arista Estuarine System, Chiapas, Mexico",01/08/2015,01/08/2016,366,C,30,"5,400",camera trap days,15.350298,-93.026973,dec,,12.99,km2,M,Mexico,Chiapas,La Encrucijada Biosphere Reserve (REBIEN),Panthera onca,Jaguar,1,,RAI
